distance,springback,thickness,die_opening
5.00014,0.5255700000000001,2,20
2.50014,0.35812,2,20
12.5001,0.5976999999999997,2,20
10.0001,0.5443599999999993,2,20
15.0001,0.8201999999999998,2,20
12.5001,0.6509,2,20
2.50012,0.37148000000000003,2,20
15.0002,0.850299999999999,2,20
17.5001,1.0509999999999984,2,20
10.0001,0.5178899999999995,2,20
5.00015,0.6626400000000006,2,20
12.5001,0.6009999999999991,2,20
17.5001,1.0635000000000012,2,20
5.00015,0.5390700000000006,2,20
15.0001,0.8503000000000007,2,20
7.5001,0.5709999999999997,2,20
7.5001,0.5036400000000008,2,20
17.5001,1.0507999999999988,2,20
7.50009,0.61435,2,20
