distance,springback
2.50008,1.5808620000000002
9.99999,2.420420000000001
15.0001,1.8475000000000001
2.50012,1.3941900000000003
15.0001,1.7675999999999998
10.0,2.3274399999999993
5.00013,2.35421
15.0001,1.5936999999999983
20.0001,1.3270000000000017
20.0001,1.3675999999999995
10.0001,2.1942499999999994
7.5001,2.23379
5.00013,2.0742000000000003
2.5001,1.5675550000000003
20.0001,1.3943000000000012
7.50007,2.27419
7.50015,2.1142400000000006
5.00004,2.06076
