distance,springback,thickness,die_opening
2.5,1.028,1,50
2.5,1.041,1,50
2.5,1.054,1,50
5.0,1.084,1,50
5.0,0.757,1,50
10.0,1.389,1,50
10.0,1.351,1,50
10.0,1.416,1,50
15.0,1.604,1,50
15.0,1.59,1,50
15.0,1.661,1,50
20.0,2.017,1,50
20.0,2.058,1,50
20.0,2.039,1,50
