distance,springback,thickness,die_opening
5.00013,0.44747000000000003,3,30
5.00008,0.46132999999999935,3,30
15.0001,0.7810000000000006,3,30
10.0001,0.6454299999999993,3,30
15.0001,0.7543000000000006,3,30
2.50009,0.4057200000000001,3,30
20.0,1.1521000000000008,3,30
15.0001,0.6743000000000006,3,30
2.50012,0.5144199999999999,3,30
20.0,1.0474999999999994,3,30
2.50012,0.3947900000000004,3,30
10.0001,0.48794999999999966,3,30
5.00005,0.4611900000000002,3,30
20.0,1.0741000000000014,3,30
9.99999,0.55429,3,30
20.0001,1.020900000000001,3,30
