distance,springback,thickness,die_opening
20.0,1.3408000000000015,2.5,30
20.0,1.2607999999999997,2.5,30
10.0001,0.6477500000000003,2.5,30
10.0001,0.6742899999999992,2.5,30
15.0001,0.9408999999999992,2.5,30
5.0001,0.6209899999999999,2.5,30
15.0001,0.8875999999999991,2.5,30
2.50015,0.5538399999999999,2.5,30
5.00008,0.6604999999999999,2.5,30
20.0,1.2875000000000014,2.5,30
5.00004,0.5677099999999999,2.5,30
10.0001,0.7403999999999993,2.5,30
2.50017,0.6337199999999998,2.5,30
15.0001,0.8742000000000001,2.5,30
2.50008,0.59429,2.5,30
