distance,springback,thickness,die_opening
20.0,1.1919000000000004,2.5,30
12.5001,0.8918999999999997,2.5,30
20.0001,1.3419999999999987,2.5,30
7.50015,0.61205,2.5,30
12.5001,0.6890999999999998,2.5,30
17.5001,1.0620000000000012,2.5,30
10.0001,0.6620600000000003,2.5,30
10.0,0.6718700000000002,2.5,30
7.50009,0.6320000000000006,2.5,30
15.0,0.8619000000000003,2.5,30
5.00008,0.6319299999999997,2.5,30
15.0,0.9118999999999993,2.5,30
17.5001,1.1419999999999995,2.5,30
2.50012,0.5710199999999999,2.5,30
20.0,1.2619000000000007,2.5,30
5.00008,0.56088,2.5,30
10.0001,0.6612100000000005,2.5,30
2.50009,0.6376200000000001,2.5,30
17.5001,1.1344999999999992,2.5,30
15.0001,1.0219000000000005,2.5,30
7.50012,0.5920299999999994,2.5,30
