distance,springback,thickness,die_opening
20.0001,1.5747,1,20
7.50009,0.48733000000000004,1,20
15.0001,1.0581999999999994,1,20
7.50008,0.53763,1,20
10.0001,0.6250800000000005,1,20
2.50011,0.45466000000000006,1,20
5.00012,0.4423899999999996,1,20
20.0001,1.8747000000000007,1,20
10.0001,0.658339999999999,1,20
5.00015,0.4430500000000004,1,20
17.5001,1.3872999999999998,1,20
2.50008,0.47119,1,20
12.5001,0.8041,1,20
7.50008,0.5205500000000001,1,20
2.50004,1.1581499999999998,1,20
10.0001,0.67164,1,20
15.0001,1.1249000000000002,1,20
17.5001,1.470600000000001,1,20
17.5001,1.337299999999999,1,20
20.0001,1.7580999999999989,1,20
12.5001,0.8206000000000007,1,20
5.00009,0.4394999999999998,1,20
15.0001,1.0249000000000006,1,20
12.5,0.9039999999999999,1,20
