Arbeit;Arbeit (Belastung);Arbeit (Entlastung);Belastungsarbeit;Dehnung;Dehnung nominell;Dehnungskanal;Entlastungsarbeit;H?henkanal;H?henkanal normiert;Ist-Temperatur;Kanalintegration;LE-Kanal;Me?l?nge;Prüfzeit;Standardkraft;Standardkraftsensor;Standardweg;Standardwegsensor;Systemzeit;Temperatur;Traverse abs;Traversenwegaufnehmer;Zeit;Zyklus Start;Zyklusnummer;Ableitung2
Nm;Nm;Nm;;mm;mm;mm;;mm;mm;?C;;mm;mm;s;N;N;mm;mm;s;?C;mm;mm;s;;;
0.373568;0.374045;-0.000477428;374.045;14.99;14.99;14.99;-0.477428;1.03197;-1.03197;0;373.568;-13.958;-1111.65;11.7808;113.076;113.076;14.99;14.99;11.7808;0;1111.65;14.99;18278.5;1;1;-1.58799999999998
0.37442;0.374898;-0.000477428;374.898;14.9976;14.9976;14.9976;-0.477428;1.03197;-1.03197;0;374.42;-13.9656;-1111.66;11.8833;110.676;110.676;14.9976;14.9976;11.8833;0;1111.66;14.9976;18278.6;1;1;0.846999999999994
0.374648;0.375125;-0.000477428;375.125;14.9997;14.9997;14.9997;-0.477428;1.03197;-1.03197;0;374.648;-13.9677;-1111.66;12.0008;109.123;109.123;14.9997;14.9997;12.0008;0;1111.66;14.9997;18278.8;1;1;0.352999999999994
0.374683;0.375161;-0.000477428;375.161;15;15;15;-0.477428;1.03197;-1.03197;0;374.683;-13.968;-1111.66;12.1208;107.923;107.923;15;15;12.1208;0;1111.66;15;18278.9;1;1;0.530000000000001
0.374689;0.375166;-0.000477428;375.166;15.0001;15.0001;15.0001;-0.477428;1.03197;-1.03197;0;374.689;-13.968;-1111.66;12.2208;107.253;107.253;15.0001;15.0001;12.2208;0;1111.66;15.0001;18279;1;1;0.140000000000001
0.374691;0.375168;-0.000477428;375.168;15.0001;15.0001;15.0001;-0.477428;1.03197;-1.03197;0;374.691;-13.968;-1111.66;12.3408;106.723;106.723;15.0001;15.0001;12.3408;0;1111.66;15.0001;18279.1;1;1;0.106999999999999
0.374689;0.375168;-0.000479256;375.168;15.0001;15.0001;15.0001;-0.479256;1.03197;-1.03197;0;374.689;-13.968;-1111.66;12.4808;106.3;106.3;15.0001;15.0001;12.4808;0;1111.66;15.0001;18279.2;1;1;0.140000000000001
0.374689;0.375168;-0.000479256;375.168;15.0001;15.0001;15.0001;-0.479256;1.03197;-1.03197;0;374.689;-13.968;-1111.66;12.6208;106.017;106.017;15.0001;15.0001;12.6208;0;1111.66;15.0001;18279.4;1;1;-20.0801
0.372362;0.375168;-0.00280574;375.168;14.9758;14.9758;14.9758;-2.80574;1.03197;-1.03197;0;372.362;-13.9438;-1111.63;12.7208;85.6539;85.6539;14.9758;14.9758;12.7208;0;1111.63;14.9758;18279.5;1;1;-20.5051
0.363013;0.375168;-0.0121547;375.168;14.8324;14.8324;14.8324;-12.1547;1.03197;-1.03197;0;363.013;-13.8004;-1111.49;12.8408;44.7857;44.7857;14.8324;14.8324;12.8408;0;1111.49;14.8324;18279.6;1;1;23.2221
0.359258;0.375168;-0.0159097;375.168;14.728;14.728;14.728;-15.9097;1.03197;-1.03197;0;359.258;-13.696;-1111.39;12.9208;27.1396;27.1396;14.728;14.728;12.9208;0;1111.39;14.728;18279.7;1;1;9.38779999999999
0.35804;0.375168;-0.0171276;375.168;14.6751;14.6751;14.6751;-17.1276;1.03197;-1.03197;0;358.04;-13.6431;-1111.33;12.9608;18.8813;18.8813;14.6751;14.6751;12.9608;0;1111.33;14.6751;18279.7;1;1;0.988100000000003
0.357232;0.375168;-0.0179359;375.168;14.6221;14.6221;14.6221;-17.9359;1.03197;-1.03197;0;357.232;-13.59;-1111.28;13.0008;11.6111;11.6111;14.6221;14.6221;13.0008;0;1111.28;14.6221;18279.8;1;1;-0.988150000000001
0.356635;0.375168;-0.0185328;375.168;14.5423;14.5423;14.5423;-18.5328;1.03197;-1.03197;0;356.635;-13.5103;-1111.2;13.0608;3.35275;3.35275;14.5423;14.5423;13.0608;0;1111.2;14.5423;18279.8;1;1;6.63491
0.356567;0.375168;-0.0186005;375.168;14.5156;14.5156;14.5156;-18.6005;1.03197;-1.03197;0;356.567;-13.4836;-1111.17;13.0808;1.72931;1.72931;14.5156;14.5156;13.0808;0;1111.17;14.5156;18279.8;1;1;-0.0705795999999999
0.356473;0.375168;-0.0186945;375.168;14.4092;14.4092;14.4092;-18.6945;1.03197;-1.03197;0;356.473;-13.3772;-1111.07;13.1608;0.0352904;0.0352904;14.4092;14.4092;13.1608;0;1111.07;14.4092;18279.9;1;1;1.65872750846
0.356473;0.375168;-0.0186945;375.168;14.3843;14.3843;14.3843;-18.6945;1.03197;-1.03197;0;356.473;-13.3523;-1111.04;13.1808;-0.00000169154;-0.00000169154;14.3843;14.3843;13.1808;0;1111.04;14.3843;18279.9;1;1;-0.03529211692
0.356475;0.375169;-0.0186945;375.169;14.3485;14.3485;14.3485;-18.6945;1.03197;-1.03197;0;356.475;-13.3165;-1111.01;13.2408;-0.0705859;-0.0705859;14.3485;14.3485;13.2408;0;1111.01;14.3485;18280;1;1;0.14116841692
0.356475;0.37517;-0.0186945;375.17;14.3385;14.3385;14.3385;-18.6945;1.03197;-1.03197;0;356.475;-13.3065;-1111;13.3208;-0.00000169154;-0.00000169154;14.3385;14.3385;13.3208;0;1111;14.3385;18280.1;1;1;-0.10587631692
0.356475;0.37517;-0.0186945;375.17;14.3354;14.3354;14.3354;-18.6945;1.03197;-1.03197;0;356.475;-13.3034;-1110.99;13.3808;-0.0352938;-0.0352938;14.3354;14.3354;13.3808;0;1110.99;14.3354;18280.1;1;1;0.07058421692
0;0;0;0;0;14.3341;14.3341;0;1.03197;-1.03197;0;0;-13.3021;-1110.99;0;-0.00000169154;-0.00000169154;0;14.3341;13.4408;0;1110.99;14.3341;18280.2;1;1;-1.69199999983105E-08
0;0;0;0;0;14.3335;14.3335;0;1.03197;-1.03197;0;0;-13.3014;-1110.99;0;0.0352904;0.0352904;0;14.3335;13.5408;0;1110.99;14.3335;18280.3;1;1;-0.07058418308
0;0;0;0;0;14.3333;14.3333;0;1.03197;-1.03197;0;0;-13.3013;-1110.99;0;-0.00000169154;-0.00000169154;0;14.3333;13.6608;0;1110.99;14.3333;18280.4;1;1;0.07058418308
0;0;0;0;0;14.3332;14.3332;0;1.03197;-1.03197;0;0;-13.3012;-1110.99;0;0.0352904;0.0352904;0;14.3332;13.7808;0;1110.99;14.3332;18280.5;1;1;-0.03529209154
0;0;0;0;0;14.3332;14.3332;0;1.03197;-1.03197;0;0;-13.3012;-1110.99;0;0.0352904;0.0352904;0;14.3332;13.8808;0;1110.99;14.3332;18280.6;1;1;0
0;0;0;0;0;14.3332;14.3332;0;1.03197;-1.03197;0;0;-13.3012;-1110.99;0;0.0352904;0.0352904;0;14.3332;14.0008;0;1110.99;14.3332;18280.8;1;1;-0.03529209154
0;0;0;0;0;14.3333;14.3333;0;1.03197;-1.03197;0;0;-13.3013;-1110.99;0;-0.00000169154;-0.00000169154;0;14.3333;14.1208;0;1110.99;14.3333;18280.9;1;1;0.03529209154
0;0;0;0;0;14.3333;14.3333;0;1.03197;-1.03197;0;0;-13.3013;-1110.99;0;-0.00000169154;-0.00000169154;0;14.3333;14.2208;0;1110.99;14.3333;18281;1;1;-0.07058420846
0;0;0;0;0;14.3333;14.3333;0;1.03197;-1.03197;0;0;-13.3013;-1110.99;0;-0.0705859;-0.0705859;0;14.3333;14.3408;0;1110.99;14.3333;18281.1;1;1;1.08459999996249E-07
0;0;0;0;0;14.3333;14.3333;0;1.03197;-1.03197;0;0;-13.3013;-1110.99;0;-0.14117;-0.14117;0;14.3333;14.4008;0;1110.99;14.3333;18281.2;1;1;0.2117541
