Arbeit;Arbeit (Belastung);Arbeit (Entlastung);Belastungsarbeit;Dehnung;Dehnung nominell;Dehnungskanal;Entlastungsarbeit;H?henkanal;H?henkanal normiert;Ist-Temperatur;Kanalintegration;LE-Kanal;Me?l?nge;Prüfzeit;Standardkraft;Standardkraftsensor;Standardweg;Standardwegsensor;Systemzeit;Temperatur;Traverse abs;Traversenwegaufnehmer;Zeit;Zyklus Start;Zyklusnummer;Ableitung2
Nm;Nm;Nm;;mm;mm;mm;;mm;mm;?C;;mm;mm;s;N;N;mm;mm;s;?C;mm;mm;s;;;
0;0;0;0;0;0;1096.66;0;0;0;0;0;1.03202;-1096.66;0;-206.779;-206.779;0;1096.66;18258.7;0;1096.66;1096.66;18258.7;0;0;0
0;0;0;0;0;0;1096.66;0;0;0;0;0;1.03202;-1096.66;0;-206.743;-206.743;0;1096.66;18265.1;0;1096.66;1096.66;18265.1;0;0;206.70699830846
0;0;0;0;0;0;1096.66;0;0;0;0;0;1.03202;-1096.66;0;-0.00000169154;-0.00000169154;0;1096.66;18266.5;0;1096.66;1096.66;18266.5;0;0;-206.70770621692
0;0;0;0;0;0;1096.66;0;0;0;0;0;1.03202;-1096.66;0;0.0352904;0.0352904;0;1096.66;18266.6;0;1096.66;1096.66;18266.6;0;0;-0.10587629154
0;0;0;0;0;0;1096.66;0;0;0;0;0;1.03202;-1096.66;0;-0.0352938;-0.0352938;0;1096.66;18266.7;0;1096.66;1096.66;18266.7;0;0;0.0352921
0;0;0;0;0;0;0.0000557585;0;0;0;0;0;1.03197;-1096.66;0;-0.0705859;-0.0705859;0;0.0000557585;18266.7;0;1096.66;0.0000557585;18266.7;0;0;0
0;0;0;0;0;0;0.0000557585;0;1.03197;-1.03197;0;0;1.03197;-1096.66;0;-0.105878;-0.105878;0;0.0000557585;0.00078125;0;1096.66;0.0000557585;18266.8;0;0;0.1058763
0;0;0;0;0.0000557585;0.0000557585;0.0000557585;0;1.03197;-1.03197;0;0;1.03197;-1096.66;0.0207813;-0.0352938;-0.0352938;0.0000557585;0.0000557585;0.0207813;0;1096.66;0.0000557585;18266.8;0;0;-0.0705842
0;0;0;0;0.0000557585;0.0000557585;0.0000557585;0;1.03197;-1.03197;0;0;1.03197;-1096.66;0.0607813;-0.0352938;-0.0352938;0.0000557585;0.0000557585;0.0607813;0;1096.66;0.0000557585;18266.8;0;0;0.0705842
0;0;0;0;0.0000557585;0.0000557585;0.0000557585;0;1.03197;-1.03197;0;0;1.03197;-1096.66;0.100781;0.0352904;0.0352904;0.0000557585;0.0000557585;0.100781;0;1096.66;0.0000557585;18266.9;0;0;-0.0705842
0;0;0;0;0.0000557585;0.0000557585;0.0000557585;0;1.03197;-1.03197;0;0;1.03197;-1096.66;0.120781;0.0352904;0.0352904;0.0000557585;0.0000557585;0.120781;0;1096.66;0.0000557585;18266.9;1;1;-0.03529209154
-1.19569E-25;0;-1.19569E-25;0;0.0000557585;0.0000557585;0.0000557585;-1.19569E-22;1.03197;-1.03197;0;-1.19569E-22;1.03197;-1096.66;0.140781;-0.00000169154;-0.00000169154;0.0000557585;0.0000557585;0.140781;0;1096.66;0.0000557585;18266.9;1;1;0.03529209154
-1.19569E-25;0;-1.19569E-25;0;0.0000557585;0.0000557585;0.0000557585;-1.19569E-22;1.03197;-1.03197;0;-1.19569E-22;1.03197;-1096.66;0.180781;-0.00000169154;-0.00000169154;0.0000557585;0.0000557585;0.180781;0;1096.66;0.0000557585;18266.9;1;1;-0.03529210846
-1.19569E-25;0;-1.19569E-25;0;0.0000557585;0.0000557585;0.0000557585;-1.19569E-22;1.03197;-1.03197;0;-1.19569E-22;1.03197;-1096.66;0.300781;-0.0352938;-0.0352938;0.0000557585;0.0000557585;0.300781;0;1096.66;0.0000557585;18267.1;1;1;8.46000000725119E-09
-1.19569E-25;0;-1.19569E-25;0;0.0000557585;0.0000557585;0.0000557585;-1.19569E-22;1.03197;-1.03197;0;-1.19569E-22;1.03197;-1096.66;0.400781;-0.0705859;-0.0705859;0.0000557585;0.0000557585;0.400781;0;1096.66;0.0000557585;18267.2;1;1;0.0352921
-0.00000471222;0;-0.00000471222;0;0.0668144;0.0668144;0.0668144;-0.00471222;1.03197;-1.03197;0;-0.00471222;0.965209;-1096.72;0.520781;-0.0705859;-0.0705859;0.0668144;0.0668144;0.520781;0;1096.72;0.0668144;18267.3;1;1;0
-0.0000081977;0;-0.0000081977;0;0.116194;0.116194;0.116194;-0.0081977;1.03197;-1.03197;0;-0.0081977;0.91583;-1096.77;0.560781;-0.0705859;-0.0705859;0.116194;0.116194;0.560781;0;1096.77;0.116194;18267.3;1;1;-0.0352921
-0.0000173099;0;-0.0000173099;0;0.21947;0.21947;0.21947;-0.0173099;1.03197;-1.03197;0;-0.0173099;0.812554;-1096.88;0.640781;-0.105878;-0.105878;0.21947;0.21947;0.640781;0;1096.88;0.21947;18267.4;1;1;0.0352921
-0.0000284709;0;-0.0000284709;0;0.324883;0.324883;0.324883;-0.0284709;1.03197;-1.03197;0;-0.0284709;0.70714;-1096.98;0.720781;-0.105878;-0.105878;0.324883;0.324883;0.720781;0;1096.98;0.324883;18267.5;1;1;0.0352921
-0.0000331533;0;-0.0000331533;0;0.377952;0.377952;0.377952;-0.0331533;1.03197;-1.03197;0;-0.0331533;0.654071;-1097.04;0.760781;-0.0705859;-0.0705859;0.377952;0.377952;0.760781;0;1097.04;0.377952;18267.5;1;1;-0.0352921
-0.0000369053;0;-0.0000369053;0;0.431107;0.431107;0.431107;-0.0369053;1.03197;-1.03197;0;-0.0369053;0.600916;-1097.09;0.800781;-0.0705859;-0.0705859;0.431107;0.431107;0.800781;0;1097.09;0.431107;18267.6;1;1;0
-0.0000425412;0;-0.0000425412;0;0.510952;0.510952;0.510952;-0.0425412;1.03197;-1.03197;0;-0.0425412;0.521071;-1097.17;0.860781;-0.0705859;-0.0705859;0.510952;0.510952;0.860781;0;1097.17;0.510952;18267.6;1;1;0
-0.0000444203;0;-0.0000444203;0;0.537573;0.537573;0.537573;-0.0444203;1.03197;-1.03197;0;-0.0444203;0.494451;-1097.2;0.880781;-0.0705859;-0.0705859;0.537573;0.537573;0.880781;0;1097.2;0.537573;18267.6;1;1;0.07058420846
-0.0000481845;0;-0.0000481845;0;0.644228;0.644228;0.644228;-0.0481845;1.03197;-1.03197;0;-0.0481845;0.387796;-1097.3;0.960781;-0.00000169154;-0.00000169154;0.644228;0.644228;0.960781;0;1097.3;0.644228;18267.7;1;1;-0.10587631692
-0.0000486543;0;-0.0000486543;0;0.670849;0.670849;0.670849;-0.0486543;1.03197;-1.03197;0;-0.0486543;0.361175;-1097.33;0.980781;-0.0352938;-0.0352938;0.670849;0.670849;0.980781;0;1097.33;0.670849;18267.7;1;1;-0.10587609154
-0.0000571209;0;-0.0000571209;0;0.750814;0.750814;0.750814;-0.0571209;1.03197;-1.03197;0;-0.0571209;0.281209;-1097.41;1.04078;-0.176462;-0.176462;0.750814;0.750814;1.04078;0;1097.41;0.750814;18267.8;1;1;0.2117522
-0.0000684243;0;-0.0000684243;0;0.830883;0.830883;0.830883;-0.0684243;1.03197;-1.03197;0;-0.0684243;0.20114;-1097.49;1.10078;-0.105878;-0.105878;0.830883;0.830883;1.10078;0;1097.49;0.830883;18267.9;1;1;-0.070584
-0.0000712465;0;-0.0000712465;0;0.857539;0.857539;0.857539;-0.0712465;1.03197;-1.03197;0;-0.0712465;0.174485;-1097.52;1.12078;-0.105878;-0.105878;0.857539;0.857539;1.12078;0;1097.52;0.857539;18267.9;1;1;0.0352921
-0.0000806538;0;-0.0000806538;0;0.964159;0.964159;0.964159;-0.0806538;1.03197;-1.03197;0;-0.0806538;0.0678646;-1097.62;1.20078;-0.0705859;-0.0705859;0.964159;0.964159;1.20078;0;1097.62;0.964159;18268;1;1;-0.0352921
-0.0000881846;0;-0.0000881846;0;1.07085;1.07085;1.07085;-0.0881846;1.03197;-1.03197;0;-0.0881846;-0.038825;-1097.73;1.28078;-0.0705859;-0.0705859;1.07085;1.07085;1.28078;0;1097.73;1.07085;18268;1;1;0.0352921
-0.0000910087;0;-0.0000910087;0;1.12419;1.12419;1.12419;-0.0910087;1.03197;-1.03197;0;-0.0910087;-0.0921699;-1097.78;1.32078;-0.0352938;-0.0352938;1.12419;1.12419;1.32078;0;1097.78;1.12419;18268.1;1;1;-0.1058763
-0.0000947692;0;-0.0000947692;0;1.17747;1.17747;1.17747;-0.0947692;1.03197;-1.03197;0;-0.0947692;-0.145446;-1097.84;1.36078;-0.105878;-0.105878;1.17747;1.17747;1.36078;0;1097.84;1.17747;18268.1;1;1;0.1411684
-0.000102298;0;-0.000102298;0;1.28412;1.28412;1.28412;-0.102298;1.03197;-1.03197;0;-0.102298;-0.252101;-1097.94;1.44078;-0.0352938;-0.0352938;1.28412;1.28412;1.44078;0;1097.94;1.28412;18268.2;1;1;-0.0705842
-0.000106064;0;-0.000106064;0;1.39083;1.39083;1.39083;-0.106064;1.03197;-1.03197;0;-0.106064;-0.358808;-1098.05;1.52078;-0.0352938;-0.0352938;1.39083;1.39083;1.52078;0;1098.05;1.39083;18268.3;1;1;-0.0352921
-0.000107476;0;-0.000107476;0;1.4175;1.4175;1.4175;-0.107476;1.03197;-1.03197;0;-0.107476;-0.38548;-1098.08;1.54078;-0.0705859;-0.0705859;1.4175;1.4175;1.54078;0;1098.08;1.4175;18268.3;1;1;0.0705842
-0.000111707;0;-0.000111707;0;1.49744;1.49744;1.49744;-0.111707;1.03197;-1.03197;0;-0.111707;-0.465411;-1098.16;1.60078;-0.0352938;-0.0352938;1.49744;1.49744;1.60078;0;1098.16;1.49744;18268.4;1;1;-0.1764603
-0.000120185;0;-0.000120185;0;1.5775;1.5775;1.5775;-0.120185;1.03197;-1.03197;0;-0.120185;-0.54548;-1098.24;1.66078;-0.176462;-0.176462;1.5775;1.5775;1.66078;0;1098.24;1.5775;18268.4;1;1;0.1764602
-0.000124421;0;-0.000124421;0;1.60418;1.60418;1.60418;-0.124421;1.03197;-1.03197;0;-0.124421;-0.572153;-1098.26;1.68078;-0.14117;-0.14117;1.60418;1.60418;1.68078;0;1098.26;1.60418;18268.4;1;1;0.0352921
-0.000135702;0;-0.000135702;0;1.71073;1.71073;1.71073;-0.135702;1.03197;-1.03197;0;-0.135702;-0.678704;-1098.37;1.76078;-0.0705859;-0.0705859;1.71073;1.71073;1.76078;0;1098.37;1.71073;18268.5;1;1;-0.0705841
-0.000137587;0;-0.000137587;0;1.73743;1.73743;1.73743;-0.137587;1.03197;-1.03197;0;-0.137587;-0.705411;-1098.4;1.78078;-0.0705859;-0.0705859;1.73743;1.73743;1.78078;0;1098.4;1.73743;18268.5;1;1;-0.0352921
-0.000144644;0;-0.000144644;0;1.81742;1.81742;1.81742;-0.144644;1.03197;-1.03197;0;-0.144644;-0.785394;-1098.48;1.84078;-0.105878;-0.105878;1.81742;1.81742;1.84078;0;1098.48;1.81742;18268.6;1;1;0.0352921
-0.000150296;0;-0.000150296;0;1.8708;1.8708;1.8708;-0.150296;1.03197;-1.03197;0;-0.150296;-0.838773;-1098.53;1.88078;-0.105878;-0.105878;1.8708;1.8708;1.88078;0;1098.53;1.8708;18268.6;1;1;0.0352921
-0.000155001;0;-0.000155001;0;1.92412;1.92412;1.92412;-0.155001;1.03197;-1.03197;0;-0.155001;-0.892101;-1098.58;1.92078;-0.0705859;-0.0705859;1.92412;1.92412;1.92078;0;1098.58;1.92412;18268.7;1;1;0
-0.000160648;0;-0.000160648;0;2.0308;2.0308;2.0308;-0.160648;1.03197;-1.03197;0;-0.160648;-0.998773;-1098.69;2.00078;-0.0352938;-0.0352938;2.0308;2.0308;2.00078;0;1098.69;2.0308;18268.8;1;1;-0.0352921
-0.000164413;0;-0.000164413;0;2.13747;2.13747;2.13747;-0.164413;1.03197;-1.03197;0;-0.164413;-1.10545;-1098.8;2.08078;-0.0352938;-0.0352938;2.13747;2.13747;2.08078;0;1098.8;2.13747;18268.8;1;1;0
-0.000166296;0;-0.000166296;0;2.1908;2.1908;2.1908;-0.166296;1.03197;-1.03197;0;-0.166296;-1.15877;-1098.85;2.12078;-0.0352938;-0.0352938;2.1908;2.1908;2.12078;0;1098.85;2.1908;18268.9;1;1;-0.0352921
-0.000169123;0;-0.000169123;0;2.24421;2.24421;2.24421;-0.169123;1.03197;-1.03197;0;-0.169123;-1.21219;-1098.9;2.16078;-0.0705859;-0.0705859;2.24421;2.24421;2.16078;0;1098.9;2.24421;18268.9;1;1;0.1764605
-0.000167712;0.00000141101;-0.000169123;0.00141101;2.32418;2.32418;2.32418;-0.169123;1.03197;-1.03197;0;-0.167712;-1.29215;-1098.98;2.22078;0.0705825;0.0705825;2.32418;2.32418;2.22078;0;1098.98;2.32418;18269;1;1;-0.1411684
-0.000165834;0.00000328874;-0.000169123;0.00328874;2.35078;2.35078;2.35078;-0.169123;1.03197;-1.03197;0;-0.165834;-1.31876;-1099.01;2.24078;0.0705825;0.0705825;2.35078;2.35078;2.24078;0;1099.01;2.35078;18269;1;1;-0.1411684
-0.000167717;0.00000328874;-0.000171006;0.00328874;2.45747;2.45747;2.45747;-0.171006;1.03197;-1.03197;0;-0.167717;-1.42545;-1099.12;2.32078;-0.0705859;-0.0705859;2.45747;2.45747;2.32078;0;1099.12;2.45747;18269.1;1;1;0.1411684
-0.000169599;0.00000328874;-0.000172887;0.00328874;2.48412;2.48412;2.48412;-0.172887;1.03197;-1.03197;0;-0.169599;-1.4521;-1099.14;2.34078;-0.0705859;-0.0705859;2.48412;2.48412;2.34078;0;1099.14;2.48412;18269.1;1;1;0.07058420846
-0.000172423;0.00000328874;-0.000175712;0.00328874;2.56416;2.56416;2.56416;-0.175712;1.03197;-1.03197;0;-0.172423;-1.53214;-1099.22;2.40078;-0.00000169154;-0.00000169154;2.56416;2.56416;2.40078;0;1099.22;2.56416;18269.2;1;1;-0.10587631692
-0.000173836;0.00000328874;-0.000177124;0.00328874;2.64419;2.64419;2.64419;-0.177124;1.03197;-1.03197;0;-0.173836;-1.61217;-1099.3;2.46078;-0.0352938;-0.0352938;2.64419;2.64419;2.46078;0;1099.3;2.64419;18269.2;1;1;8.46000000725119E-09
-0.000175248;0.00000328874;-0.000178536;0.00328874;2.67087;2.67087;2.67087;-0.178536;1.03197;-1.03197;0;-0.175248;-1.63884;-1099.33;2.48078;-0.0705859;-0.0705859;2.67087;2.67087;2.48078;0;1099.33;2.67087;18269.2;1;1;0.0705842
-0.00018089;0.00000328874;-0.000184179;0.00328874;2.77745;2.77745;2.77745;-0.184179;1.03197;-1.03197;0;-0.18089;-1.74543;-1099.44;2.56078;-0.0352938;-0.0352938;2.77745;2.77745;2.56078;0;1099.44;2.77745;18269.3;1;1;-0.0705842
-0.000186539;0.00000328874;-0.000189828;0.00328874;2.88416;2.88416;2.88416;-0.189828;1.03197;-1.03197;0;-0.186539;-1.85214;-1099.54;2.64078;-0.0705859;-0.0705859;2.88416;2.88416;2.64078;0;1099.54;2.88416;18269.4;1;1;0.0705842
-0.000189363;0.00000328874;-0.000192652;0.00328874;2.9375;2.9375;2.9375;-0.192652;1.03197;-1.03197;0;-0.189363;-1.90548;-1099.6;2.68078;-0.0352938;-0.0352938;2.9375;2.9375;2.68078;0;1099.6;2.9375;18269.4;1;1;-0.0705842
-0.000192186;0.00000328874;-0.000195474;0.00328874;2.99081;2.99081;2.99081;-0.195474;1.03197;-1.03197;0;-0.192186;-1.95879;-1099.65;2.72078;-0.0705859;-0.0705859;2.99081;2.99081;2.72078;0;1099.65;2.99081;18269.5;1;1;-0.105876
-0.000207233;0.00000328874;-0.000210521;0.00328874;3.0974;3.0974;3.0974;-0.210521;1.03197;-1.03197;0;-0.207233;-2.06538;-1099.76;2.80078;-0.211754;-0.211754;3.0974;3.0974;2.80078;0;1099.76;3.0974;18269.6;1;1;0.3176283
-0.000220413;0.00000328874;-0.000223702;0.00328874;3.20411;3.20411;3.20411;-0.223702;1.03197;-1.03197;0;-0.220413;-2.17208;-1099.86;2.88078;-0.0352938;-0.0352938;3.20411;3.20411;2.88078;0;1099.86;3.20411;18269.6;1;1;-0.1764602
-0.000221355;0.00000328874;-0.000224644;0.00328874;3.23078;3.23078;3.23078;-0.224644;1.03197;-1.03197;0;-0.221355;-2.19876;-1099.89;2.90078;-0.0352938;-0.0352938;3.23078;3.23078;2.90078;0;1099.89;3.23078;18269.7;1;1;0
-0.000224181;0.00000328874;-0.000227469;0.00328874;3.31085;3.31085;3.31085;-0.227469;1.03197;-1.03197;0;-0.224181;-2.27882;-1099.97;2.96078;-0.0352938;-0.0352938;3.31085;3.31085;2.96078;0;1099.97;3.31085;18269.7;1;1;0.0705842
-0.000223475;0.00000399437;-0.000227469;0.00399437;3.39083;3.39083;3.39083;-0.227469;1.03197;-1.03197;0;-0.223475;-2.35881;-1100.05;3.02078;0.0352904;0.0352904;3.39083;3.39083;3.02078;0;1100.05;3.39083;18269.8;1;1;-0.10587629154
-0.000223945;0.00000399437;-0.000227939;0.00399437;3.41747;3.41747;3.41747;-0.227939;1.03197;-1.03197;0;-0.223945;-2.38545;-1100.08;3.04078;-0.00000169154;-0.00000169154;3.41747;3.41747;3.04078;0;1100.08;3.41747;18269.8;1;1;-0.03529211692
-0.000227708;0.00000399437;-0.000231702;0.00399437;3.52407;3.52407;3.52407;-0.231702;1.03197;-1.03197;0;-0.227708;-2.49205;-1100.18;3.12078;-0.0705859;-0.0705859;3.52407;3.52407;3.12078;0;1100.18;3.52407;18269.9;1;1;0.07058420846
-0.00022959;0.00000399437;-0.000233585;0.00399437;3.55075;3.55075;3.55075;-0.233585;1.03197;-1.03197;0;-0.22959;-2.51872;-1100.21;3.14078;-0.0705859;-0.0705859;3.55075;3.55075;3.14078;0;1100.21;3.55075;18269.9;1;1;0.0352921
-0.000233829;0.00000399437;-0.000237823;0.00399437;3.63081;3.63081;3.63081;-0.237823;1.03197;-1.03197;0;-0.233829;-2.59879;-1100.29;3.20078;-0.0352938;-0.0352938;3.63081;3.63081;3.20078;0;1100.29;3.63081;18270;1;1;0.0705842
-0.000231946;0.00000587693;-0.000237823;0.00587693;3.71083;3.71083;3.71083;-0.237823;1.03197;-1.03197;0;-0.231946;-2.67881;-1100.37;3.26078;0.0705825;0.0705825;3.71083;3.71083;3.26078;0;1100.37;3.71083;18270;1;1;-0.2117526
-0.000232573;0.00000587693;-0.00023845;0.00587693;3.73747;3.73747;3.73747;-0.23845;1.03197;-1.03197;0;-0.232573;-2.70545;-1100.4;3.28078;-0.0352938;-0.0352938;3.73747;3.73747;3.28078;0;1100.4;3.73747;18270;1;1;0.1058763
-0.000236338;0.00000587693;-0.000242215;0.00587693;3.84414;3.84414;3.84414;-0.242215;1.03197;-1.03197;0;-0.236338;-2.81212;-1100.5;3.36078;-0.0352938;-0.0352938;3.84414;3.84414;3.36078;0;1100.5;3.84414;18270.1;1;1;-0.0352921
-0.000241987;0.00000587693;-0.000247864;0.00587693;3.95085;3.95085;3.95085;-0.247864;1.03197;-1.03197;0;-0.241987;-2.91883;-1100.61;3.44078;-0.0705859;-0.0705859;3.95085;3.95085;3.44078;0;1100.61;3.95085;18270.2;1;1;0.0705842
-0.00024481;0.00000587693;-0.000250687;0.00587693;4.00418;4.00418;4.00418;-0.250687;1.03197;-1.03197;0;-0.24481;-2.97215;-1100.66;3.48078;-0.0352938;-0.0352938;4.00418;4.00418;3.48078;0;1100.66;4.00418;18270.2;1;1;-0.0352921
-0.000246694;0.00000587693;-0.000252571;0.00587693;4.05754;4.05754;4.05754;-0.252571;1.03197;-1.03197;0;-0.246694;-3.02551;-1100.72;3.52078;-0.0352938;-0.0352938;4.05754;4.05754;3.52078;0;1100.72;4.05754;18270.3;1;1;0.03529210846
-0.000248575;0.00000587693;-0.000254452;0.00587693;4.16412;4.16412;4.16412;-0.254452;1.03197;-1.03197;0;-0.248575;-3.1321;-1100.82;3.60078;-0.00000169154;-0.00000169154;4.16412;4.16412;3.60078;0;1100.82;4.16412;18270.4;1;1;-0.07058421692
-0.000250457;0.00000587693;-0.000256334;0.00587693;4.2708;4.2708;4.2708;-0.256334;1.03197;-1.03197;0;-0.250457;-3.23877;-1100.93;3.68078;-0.0352938;-0.0352938;4.2708;4.2708;3.68078;0;1100.93;4.2708;18270.4;1;1;0.10587630846
-0.000250222;0.00000611254;-0.000256334;0.00611254;4.2975;4.2975;4.2975;-0.256334;1.03197;-1.03197;0;-0.250222;-3.26548;-1100.96;3.70078;0.0352904;0.0352904;4.2975;4.2975;3.70078;0;1100.96;4.2975;18270.5;1;1;-0.10587629154
-0.000251632;0.00000611254;-0.000257745;0.00611254;4.37745;4.37745;4.37745;-0.257745;1.03197;-1.03197;0;-0.251632;-3.34543;-1101.04;3.76078;-0.00000169154;-0.00000169154;4.37745;4.37745;3.76078;0;1101.04;4.37745;18270.5;1;1;-1.69199999983105E-08
-0.000253044;0.00000611254;-0.000259156;0.00611254;4.45744;4.45744;4.45744;-0.259156;1.03197;-1.03197;0;-0.253044;-3.42541;-1101.12;3.82078;-0.0352938;-0.0352938;4.45744;4.45744;3.82078;0;1101.12;4.45744;18270.6;1;1;8.46000000725119E-09
-0.000254456;0.00000611254;-0.000260568;0.00611254;4.48411;4.48411;4.48411;-0.260568;1.03197;-1.03197;0;-0.254456;-3.45208;-1101.14;3.84078;-0.0705859;-0.0705859;4.48411;4.48411;3.84078;0;1101.14;4.48411;18270.6;1;1;0.0352921
-0.000261985;0.00000611254;-0.000268098;0.00611254;4.59078;4.59078;4.59078;-0.268098;1.03197;-1.03197;0;-0.261985;-3.55876;-1101.25;3.92078;-0.0705859;-0.0705859;4.59078;4.59078;3.92078;0;1101.25;4.59078;18270.7;1;1;0
-0.00026387;0.00000611254;-0.000269983;0.00611254;4.61749;4.61749;4.61749;-0.269983;1.03197;-1.03197;0;-0.26387;-3.58546;-1101.28;3.94078;-0.0705859;-0.0705859;4.61749;4.61749;3.94078;0;1101.28;4.61749;18270.7;1;1;0
-0.000269516;0.00000611254;-0.000275629;0.00611254;4.69747;4.69747;4.69747;-0.275629;1.03197;-1.03197;0;-0.269516;-3.66545;-1101.36;4.00078;-0.0705859;-0.0705859;4.69747;4.69747;4.00078;0;1101.36;4.69747;18270.8;1;1;-0.0352921
-0.000274224;0.00000611254;-0.000280337;0.00611254;4.75083;4.75083;4.75083;-0.280337;1.03197;-1.03197;0;-0.274224;-3.71881;-1101.41;4.04078;-0.105878;-0.105878;4.75083;4.75083;4.04078;0;1101.41;4.75083;18270.8;1;1;0.0705842
-0.000278925;0.00000611254;-0.000285037;0.00611254;4.80411;4.80411;4.80411;-0.285037;1.03197;-1.03197;0;-0.278925;-3.77208;-1101.46;4.08078;-0.0705859;-0.0705859;4.80411;4.80411;4.08078;0;1101.46;4.80411;18270.8;1;1;0.0705842
-0.000278298;0.00000673993;-0.000285037;0.00673993;4.91078;4.91078;4.91078;-0.285037;1.03197;-1.03197;0;-0.278298;-3.87876;-1101.57;4.16078;0.0352904;0.0352904;4.91078;4.91078;4.16078;0;1101.57;4.91078;18270.9;1;1;-0.1764605
-0.000279239;0.00000673993;-0.000285979;0.00673993;5.01752;5.01752;5.01752;-0.285979;1.03197;-1.03197;0;-0.279239;-3.9855;-1101.68;4.24078;-0.0352938;-0.0352938;5.01752;5.01752;4.24078;0;1101.68;5.01752;18271;1;1;0.10587630846
-0.00028018;0.00000673993;-0.00028692;0.00673993;5.07081;5.07081;5.07081;-0.28692;1.03197;-1.03197;0;-0.28018;-4.03879;-1101.73;4.28078;-0.00000169154;-0.00000169154;5.07081;5.07081;4.28078;0;1101.73;5.07081;18271;1;1;-0.10587631692
-0.000282061;0.00000673993;-0.000288801;0.00673993;5.12412;5.12412;5.12412;-0.288801;1.03197;-1.03197;0;-0.282061;-4.0921;-1101.78;4.32078;-0.0705859;-0.0705859;5.12412;5.12412;4.32078;0;1101.78;5.12412;18271.1;1;1;0.10587630846
-0.000286296;0.00000673993;-0.000293036;0.00673993;5.20412;5.20412;5.20412;-0.293036;1.03197;-1.03197;0;-0.286296;-4.1721;-1101.86;4.38078;-0.0352938;-0.0352938;5.20412;5.20412;4.38078;0;1101.86;5.20412;18271.1;1;1;8.46000000609415E-09
-0.000286767;0.00000673993;-0.000293507;0.00673993;5.2308;5.2308;5.2308;-0.293507;1.03197;-1.03197;0;-0.286767;-4.19877;-1101.89;4.40078;-0.00000169154;-0.00000169154;5.2308;5.2308;4.40078;0;1101.89;5.2308;18271.2;1;1;-1.69199999983105E-08
-0.000284884;0.00000862332;-0.000293507;0.00862332;5.33754;5.33754;5.33754;-0.293507;1.03197;-1.03197;0;-0.284884;-4.30551;-1102;4.48078;0.0352904;0.0352904;5.33754;5.33754;4.48078;0;1102;5.33754;18271.2;1;1;-0.07058418308
-0.000285354;0.00000862332;-0.000293977;0.00862332;5.36418;5.36418;5.36418;-0.293977;1.03197;-1.03197;0;-0.285354;-4.33215;-1102.02;4.50078;-0.00000169154;-0.00000169154;5.36418;5.36418;4.50078;0;1102.02;5.36418;18271.3;1;1;0.10587628308
-0.000282531;0.0000114465;-0.000293977;0.0114465;5.44418;5.44418;5.44418;-0.293977;1.03197;-1.03197;0;-0.282531;-4.41215;-1102.1;4.56078;0.0705825;0.0705825;5.44418;5.44418;4.56078;0;1102.1;5.44418;18271.3;1;1;-0.17646049154
-0.000284411;0.0000114465;-0.000295857;0.0114465;5.52409;5.52409;5.52409;-0.295857;1.03197;-1.03197;0;-0.284411;-4.49207;-1102.18;4.62078;-0.0352938;-0.0352938;5.52409;5.52409;4.62078;0;1102.18;5.52409;18271.4;1;1;0.1058763
-0.000285353;0.0000114465;-0.000296799;0.0114465;5.55078;5.55078;5.55078;-0.296799;1.03197;-1.03197;0;-0.285353;-4.51876;-1102.21;4.64078;-0.0352938;-0.0352938;5.55078;5.55078;4.64078;0;1102.21;5.55078;18271.4;1;1;0.0705842
-0.000284411;0.0000123881;-0.000296799;0.0123881;5.6575;5.6575;5.6575;-0.296799;1.03197;-1.03197;0;-0.284411;-4.62548;-1102.32;4.72078;0.0352904;0.0352904;5.6575;5.6575;4.72078;0;1102.32;5.6575;18271.5;1;1;-0.10587629154
-0.000286293;0.0000123881;-0.000298681;0.0123881;5.76416;5.76416;5.76416;-0.298681;1.03197;-1.03197;0;-0.286293;-4.73214;-1102.42;4.80078;-0.00000169154;-0.00000169154;5.76416;5.76416;4.80078;0;1102.42;5.76416;18271.6;1;1;0.07058418308
-0.000285353;0.0000133278;-0.000298681;0.0133278;5.81742;5.81742;5.81742;-0.298681;1.03197;-1.03197;0;-0.285353;-4.78539;-1102.48;4.84078;0.0352904;0.0352904;5.81742;5.81742;4.84078;0;1102.48;5.81742;18271.6;1;1;-0.03529209154
-0.00028347;0.000015211;-0.000298681;0.015211;5.87078;5.87078;5.87078;-0.298681;1.03197;-1.03197;0;-0.28347;-4.83876;-1102.53;4.88078;0.0352904;0.0352904;5.87078;5.87078;4.88078;0;1102.53;5.87078;18271.6;1;1;-0.1058763
-0.000284097;0.000015211;-0.000299308;0.015211;5.97745;5.97745;5.97745;-0.299308;1.03197;-1.03197;0;-0.284097;-4.94543;-1102.64;4.96078;-0.0705859;-0.0705859;5.97745;5.97745;4.96078;0;1102.64;5.97745;18271.7;1;1;0.17646050846
-0.000287865;0.000015211;-0.000303076;0.015211;6.08419;6.08419;6.08419;-0.303076;1.03197;-1.03197;0;-0.287865;-5.05217;-1102.74;5.04078;-0.00000169154;-0.00000169154;6.08419;6.08419;5.04078;0;1102.74;6.08419;18271.8;1;1;-0.14116841692
