Arbeit;Arbeit (Belastung);Arbeit (Entlastung);Belastungsarbeit;Dehnung;Dehnung nominell;Dehnungskanal;Entlastungsarbeit;H?henkanal;H?henkanal normiert;Ist-Temperatur;Kanalintegration;LE-Kanal;Me?l?nge;Prüfzeit;Standardkraft;Standardkraftsensor;Standardweg;Standardwegsensor;Systemzeit;Temperatur;Traverse abs;Traversenwegaufnehmer;Zeit;Zyklus Start;Zyklusnummer
Nm;Nm;Nm;;mm;mm;mm;;mm;mm;?C;;mm;mm;s;N;N;mm;mm;s;?C;mm;mm;s;;
0.475582;0.563475;-0.0878928;563.475;4.25865;4.25865;4.25865;-87.8928;-11.0645;11.0645;0;475.582;-15.3231;-1111.81;25.36;-1.90055;-1.90055;4.25865;4.25865;25.36;0;1111.81;4.25865;340.585;3;3
0.475774;0.563667;-0.0878928;563.667;4.15865;4.15865;4.15865;-87.8928;-11.0645;11.0645;0;475.774;-15.2231;-1111.71;25.42;-1.93584;-1.93584;4.15865;4.15865;25.42;0;1111.71;4.15865;340.645;3;3
0.475904;0.563797;-0.0878928;563.797;4.09194;4.09194;4.09194;-87.8928;-11.0645;11.0645;0;475.904;-15.1564;-1111.65;25.46;-1.97113;-1.97113;4.09194;4.09194;25.46;0;1111.65;4.09194;340.685;3;3
0.47597;0.563862;-0.0878928;563.862;4.05863;4.05863;4.05863;-87.8928;-11.0645;11.0645;0;475.97;-15.1231;-1111.61;25.48;-1.97113;-1.97113;4.05863;4.05863;25.48;0;1111.61;4.05863;340.705;3;3
0.476165;0.564058;-0.0878928;564.058;3.95861;3.95861;3.95861;-87.8928;-11.0645;11.0645;0;476.165;-15.023;-1111.51;25.54;-1.93584;-1.93584;3.95861;3.95861;25.54;0;1111.51;3.95861;340.765;3;3
0.476229;0.564122;-0.0878928;564.122;3.92529;3.92529;3.92529;-87.8928;-11.0645;11.0645;0;476.229;-14.9897;-1111.48;25.56;-1.90055;-1.90055;3.92529;3.92529;25.56;0;1111.48;3.92529;340.785;3;3
0.476421;0.564314;-0.0878928;564.314;3.8253;3.8253;3.8253;-87.8928;-11.0645;11.0645;0;476.421;-14.8897;-1111.38;25.62;-1.93584;-1.93584;3.8253;3.8253;25.62;0;1111.38;3.8253;340.845;3;3
0.476616;0.564509;-0.0878928;564.509;3.72529;3.72529;3.72529;-87.8928;-11.0645;11.0645;0;476.616;-14.7897;-1111.28;25.68;-1.97113;-1.97113;3.72529;3.72529;25.68;0;1111.28;3.72529;340.905;3;3
0.476877;0.564769;-0.0878928;564.769;3.59196;3.59196;3.59196;-87.8928;-11.0645;11.0645;0;476.877;-14.6564;-1111.15;25.76;-1.93584;-1.93584;3.59196;3.59196;25.76;0;1111.15;3.59196;340.985;3;3
0.477006;0.564898;-0.0878928;564.898;3.52532;3.52532;3.52532;-87.8928;-11.0645;11.0645;0;477.006;-14.5898;-1111.08;25.8;-1.93584;-1.93584;3.52532;3.52532;25.8;0;1111.08;3.52532;341.025;3;3
0.477136;0.565029;-0.0878928;565.029;3.45861;3.45861;3.45861;-87.8928;-11.0645;11.0645;0;477.136;-14.523;-1111.01;25.84;-1.97113;-1.97113;3.45861;3.45861;25.84;0;1111.01;3.45861;341.065;3;3
0.477399;0.565292;-0.0878928;565.292;3.32529;3.32529;3.32529;-87.8928;-11.0645;11.0645;0;477.399;-14.3897;-1110.88;25.92;-1.97113;-1.97113;3.32529;3.32529;25.92;0;1110.88;3.32529;341.145;3;3
0.477724;0.565617;-0.0878928;565.617;3.15863;3.15863;3.15863;-87.8928;-11.0645;11.0645;0;477.724;-14.2231;-1110.71;26.02;-1.93584;-1.93584;3.15863;3.15863;26.02;0;1110.71;3.15863;341.245;3;3
0.47792;0.565813;-0.0878928;565.813;3.0586;3.0586;3.0586;-87.8928;-11.0645;11.0645;0;477.92;-14.123;-1110.61;26.08;-1.97113;-1.97113;3.0586;3.0586;26.08;0;1110.61;3.0586;341.305;3;3
0.47805;0.565943;-0.0878928;565.943;2.99199;2.99199;2.99199;-87.8928;-11.0645;11.0645;0;478.05;-14.0564;-1110.55;26.12;-1.93584;-1.93584;2.99199;2.99199;26.12;0;1110.55;2.99199;341.345;3;3
0.478181;0.566074;-0.0878928;566.074;2.92527;2.92527;2.92527;-87.8928;-11.0645;11.0645;0;478.181;-13.9897;-1110.48;26.16;-2.00642;-2.00642;2.92527;2.92527;26.16;0;1110.48;2.92527;341.385;3;3
0.478449;0.566342;-0.0878928;566.342;2.79196;2.79196;2.79196;-87.8928;-11.0645;11.0645;0;478.449;-13.8564;-1110.35;26.24;-2.00642;-2.00642;2.79196;2.79196;26.24;0;1110.35;2.79196;341.465;3;3
0.478648;0.566541;-0.0878928;566.541;2.69194;2.69194;2.69194;-87.8928;-11.0645;11.0645;0;478.648;-13.7564;-1110.25;26.3;-1.97113;-1.97113;2.69194;2.69194;26.3;0;1110.25;2.69194;341.525;3;3
0.478843;0.566736;-0.0878928;566.736;2.59186;2.59186;2.59186;-87.8928;-11.0645;11.0645;0;478.843;-13.6563;-1110.15;26.36;-1.93584;-1.93584;2.59186;2.59186;26.36;0;1110.15;2.59186;341.585;3;3
0.479101;0.566994;-0.0878928;566.994;2.45856;2.45856;2.45856;-87.8928;-11.0645;11.0645;0;479.101;-13.523;-1110.01;26.44;-1.93584;-1.93584;2.45856;2.45856;26.44;0;1110.01;2.45856;341.665;3;3
0.479166;0.567059;-0.0878928;567.059;2.42522;2.42522;2.42522;-87.8928;-11.0645;11.0645;0;479.166;-13.4897;-1109.98;26.46;-1.93584;-1.93584;2.42522;2.42522;26.46;0;1109.98;2.42522;341.685;3;3
0.479358;0.56725;-0.0878928;567.25;2.32527;2.32527;2.32527;-87.8928;-11.0645;11.0645;0;479.358;-13.3897;-1109.88;26.52;-1.90055;-1.90055;2.32527;2.32527;26.52;0;1109.88;2.32527;341.745;3;3
0.479484;0.567377;-0.0878928;567.377;2.25861;2.25861;2.25861;-87.8928;-11.0645;11.0645;0;479.484;-13.323;-1109.81;26.56;-1.90055;-1.90055;2.25861;2.25861;26.56;0;1109.81;2.25861;341.785;3;3
0.479612;0.567505;-0.0878928;567.505;2.19196;2.19196;2.19196;-87.8928;-11.0645;11.0645;0;479.612;-13.2564;-1109.75;26.6;-1.93584;-1.93584;2.19196;2.19196;26.6;0;1109.75;2.19196;341.825;3;3
0.479808;0.5677;-0.0878928;567.7;2.09194;2.09194;2.09194;-87.8928;-11.0645;11.0645;0;479.808;-13.1564;-1109.65;26.66;-1.97113;-1.97113;2.09194;2.09194;26.66;0;1109.65;2.09194;341.885;3;3
0.479872;0.567765;-0.0878928;567.765;2.05863;2.05863;2.05863;-87.8928;-11.0645;11.0645;0;479.872;-13.1231;-1109.61;26.68;-1.90055;-1.90055;2.05863;2.05863;26.68;0;1109.61;2.05863;341.905;3;3
0.48006;0.567953;-0.0878928;567.953;1.95861;1.95861;1.95861;-87.8928;-11.0645;11.0645;0;480.06;-13.023;-1109.51;26.74;-1.86526;-1.86526;1.95861;1.95861;26.74;0;1109.51;1.95861;341.965;3;3
0.480247;0.56814;-0.0878928;568.14;1.85441;1.85441;1.85441;-87.8928;-11.0645;11.0645;0;480.247;-12.9188;-1109.41;26.8025;-1.72411;-1.72411;1.85441;1.85441;26.8025;0;1109.41;1.85441;342.028;3;3
0.480475;0.568367;-0.0878928;568.367;1.72525;1.72525;1.72525;-87.8928;-11.0645;11.0645;0;480.475;-12.7897;-1109.28;26.88;-1.79468;-1.79468;1.72525;1.72525;26.88;0;1109.28;1.72525;342.105;3;3
0.480592;0.568485;-0.0878928;568.485;1.65863;1.65863;1.65863;-87.8928;-11.0645;11.0645;0;480.592;-12.7231;-1109.21;26.92;-1.72411;-1.72411;1.65863;1.65863;26.92;0;1109.21;1.65863;342.145;3;3
0.480707;0.5686;-0.0878928;568.6;1.59194;1.59194;1.59194;-87.8928;-11.0645;11.0645;0;480.707;-12.6564;-1109.15;26.96;-1.72411;-1.72411;1.59194;1.59194;26.96;0;1109.15;1.59194;342.185;3;3
0.480879;0.568772;-0.0878928;568.772;1.49199;1.49199;1.49199;-87.8928;-11.0645;11.0645;0;480.879;-12.5564;-1109.05;27.02;-1.72411;-1.72411;1.49199;1.49199;27.02;0;1109.05;1.49199;342.245;3;3
0.480937;0.568829;-0.0878928;568.829;1.45868;1.45868;1.45868;-87.8928;-11.0645;11.0645;0;480.937;-12.5231;-1109.01;27.04;-1.72411;-1.72411;1.45868;1.45868;27.04;0;1109.01;1.45868;342.265;3;3
0.481109;0.569002;-0.0878928;569.002;1.35856;1.35856;1.35856;-87.8928;-11.0645;11.0645;0;481.109;-12.423;-1108.91;27.1;-1.72411;-1.72411;1.35856;1.35856;27.1;0;1108.91;1.35856;342.325;3;3
0.481166;0.569059;-0.0878928;569.059;1.32523;1.32523;1.32523;-87.8928;-11.0645;11.0645;0;481.166;-12.3897;-1108.88;27.12;-1.68882;-1.68882;1.32523;1.32523;27.12;0;1108.88;1.32523;342.345;3;3
0.481337;0.569229;-0.0878928;569.229;1.22527;1.22527;1.22527;-87.8928;-11.0645;11.0645;0;481.337;-12.2897;-1108.78;27.18;-1.72411;-1.72411;1.22527;1.22527;27.18;0;1108.78;1.22527;342.405;3;3
0.481507;0.5694;-0.0878928;569.4;1.12529;1.12529;1.12529;-87.8928;-11.0645;11.0645;0;481.507;-12.1897;-1108.68;27.24;-1.68882;-1.68882;1.12529;1.12529;27.24;0;1108.68;1.12529;342.465;3;3
0.481563;0.569456;-0.0878928;569.456;1.09198;1.09198;1.09198;-87.8928;-11.0645;11.0645;0;481.563;-12.1564;-1108.65;27.26;-1.65353;-1.65353;1.09198;1.09198;27.26;0;1108.65;1.09198;342.485;3;3
0.481737;0.56963;-0.0878928;569.63;0.991942;0.991942;0.991942;-87.8928;-11.0645;11.0645;0;481.737;-12.0564;-1108.55;27.32;-1.82997;-1.82997;0.991942;0.991942;27.32;0;1108.55;0.991942;342.545;3;3
0.481863;0.569755;-0.0878928;569.755;0.925304;0.925304;0.925304;-87.8928;-11.0645;11.0645;0;481.863;-11.9897;-1108.48;27.36;-1.93584;-1.93584;0.925304;0.925304;27.36;0;1108.48;0.925304;342.585;3;3
0.481992;0.569884;-0.0878928;569.884;0.858614;0.858614;0.858614;-87.8928;-11.0645;11.0645;0;481.992;-11.923;-1108.41;27.4;-1.93584;-1.93584;0.858614;0.858614;27.4;0;1108.41;0.858614;342.625;3;3
0.482187;0.57008;-0.0878928;570.08;0.758683;0.758683;0.758683;-87.8928;-11.0645;11.0645;0;482.187;-11.8231;-1108.31;27.46;-1.97113;-1.97113;0.758683;0.758683;27.46;0;1108.31;0.758683;342.685;3;3
0.482253;0.570145;-0.0878928;570.145;0.725338;0.725338;0.725338;-87.8928;-11.0645;11.0645;0;482.253;-11.7898;-1108.28;27.48;-1.97113;-1.97113;0.725338;0.725338;27.48;0;1108.28;0.725338;342.705;3;3
0.48245;0.570343;-0.0878928;570.343;0.625252;0.625252;0.625252;-87.8928;-11.0645;11.0645;0;482.45;-11.6897;-1108.18;27.54;-1.97113;-1.97113;0.625252;0.625252;27.54;0;1108.18;0.625252;342.765;3;3
0.482516;0.570408;-0.0878928;570.408;0.591924;0.591924;0.591924;-87.8928;-11.0645;11.0645;0;482.516;-11.6564;-1108.15;27.56;-1.97113;-1.97113;0.591924;0.591924;27.56;0;1108.15;0.591924;342.785;3;3
0.482713;0.570605;-0.0878928;570.605;0.491959;0.491959;0.491959;-87.8928;-11.0645;11.0645;0;482.713;-11.5564;-1108.05;27.62;-1.97113;-1.97113;0.491959;0.491959;27.62;0;1108.05;0.491959;342.845;3;3
0.48291;0.570802;-0.0878928;570.802;0.391976;0.391976;0.391976;-87.8928;-11.0645;11.0645;0;482.91;-11.4564;-1107.95;27.68;-1.97113;-1.97113;0.391976;0.391976;27.68;0;1107.95;0.391976;342.905;3;3
0.483039;0.570932;-0.0878928;570.932;0.325217;0.325217;0.325217;-87.8928;-11.0645;11.0645;0;483.039;-11.3897;-1107.88;27.72;-1.90055;-1.90055;0.325217;0.325217;27.72;0;1107.88;0.325217;342.945;3;3
0.483297;0.57119;-0.0878928;571.19;0.191942;0.191942;0.191942;-87.8928;-11.0645;11.0645;0;483.297;-11.2564;-1107.75;27.8;-1.97113;-1.97113;0.191942;0.191942;27.8;0;1107.75;0.191942;343.025;3;3
0.483588;0.571481;-0.0878928;571.481;0.0402174;0.0402174;0.0402174;-87.8928;-11.0645;11.0645;0;483.588;-11.1047;-1107.59;27.9;-1.86526;-1.86526;0.0402174;0.0402174;27.9;0;1107.59;0.0402174;343.125;3;3
0.483614;0.571506;-0.0878928;571.506;0.0265795;0.0265795;0.0265795;-87.8928;-11.0645;11.0645;0;483.614;-11.091;-1107.58;27.92;-1.90055;-1.90055;0.0265795;0.0265795;27.92;0;1107.58;0.0265795;343.145;3;3
0.483628;0.571521;-0.0878928;571.521;0.0190277;0.0190277;0.0190277;-87.8928;-11.0645;11.0645;0;483.628;-11.0835;-1107.57;27.94;-1.93584;-1.93584;0.0190277;0.0190277;27.94;0;1107.57;0.0190277;343.165;3;3
0.483653;0.571546;-0.0878928;571.546;0.00640706;0.00640706;0.00640706;-87.8928;-11.0645;11.0645;0;483.653;-11.0708;-1107.56;28.02;-1.97113;-1.97113;0.00640706;0.00640706;28.02;0;1107.56;0.00640706;343.245;3;3
0.48366;0.571553;-0.0878928;571.553;0.00273464;0.00273464;0.00273464;-87.8928;-11.0645;11.0645;0;483.66;-11.0672;-1107.56;28.08;-1.97113;-1.97113;0.00273464;0.00273464;28.08;0;1107.56;0.00273464;343.305;3;3
0.483662;0.571555;-0.0878928;571.555;0.00152775;0.00152775;0.00152775;-87.8928;-11.0645;11.0645;0;483.662;-11.066;-1107.56;28.12;-2.00642;-2.00642;0.00152775;0.00152775;28.12;0;1107.56;0.00152775;343.345;4;4
0.483663;0.571556;-0.0878928;571.556;0.00114844;0.00114844;0.00114844;-87.8928;-11.0645;11.0645;0;483.663;-11.0656;-1107.55;28.14;-1.97113;-1.97113;0.00114844;0.00114844;28.14;0;1107.55;0.00114844;343.365;4;4
0.483665;0.571558;-0.0878928;571.558;0.00018292;0.00018292;0.00018292;-87.8928;-11.0645;11.0645;0;483.665;-11.0646;-1107.55;28.24;-1.93584;-1.93584;0.00018292;0.00018292;28.24;0;1107.55;0.00018292;343.465;4;4
0.483665;0.571558;-0.0878928;571.558;-0.0000239769;-0.0000239769;-0.0000239769;-87.8928;-11.0645;11.0645;0;483.665;-11.0644;-1107.55;28.36;-1.90055;-1.90055;-0.0000239769;-0.0000239769;28.36;0;1107.55;-0.0000239769;343.585;4;4
0.483666;0.571558;-0.0878928;571.558;-0.0000412183;-0.0000412183;-0.0000412183;-87.8928;-11.0645;11.0645;0;483.666;-11.0644;-1107.55;28.46;-1.90055;-1.90055;-0.0000412183;-0.0000412183;28.46;0;1107.55;-0.0000412183;343.685;4;4
0.483666;0.571558;-0.0878928;571.558;-0.0000584597;-0.0000584597;-0.0000584597;-87.8928;-11.0645;11.0645;0;483.666;-11.0644;-1107.55;28.56;-1.90055;-1.90055;-0.0000584597;-0.0000584597;28.56;0;1107.55;-0.0000584597;343.785;4;4
0.483666;0.571558;-0.0878928;571.558;-0.0000584597;-0.0000584597;-0.0000584597;-87.8928;-11.0645;11.0645;0;483.666;-11.0644;-1107.55;28.68;-1.97113;-1.97113;-0.0000584597;-0.0000584597;28.68;0;1107.55;-0.0000584597;343.905;4;4
0.483666;0.571558;-0.0878928;571.558;-0.0000584597;-0.0000584597;-0.0000584597;-87.8928;-11.0645;11.0645;0;483.666;-11.0644;-1107.55;28.8;-1.97113;-1.97113;-0.0000584597;-0.0000584597;28.8;0;1107.55;-0.0000584597;344.025;4;4
0.483666;0.571558;-0.0878928;571.558;-0.0000412183;-0.0000412183;-0.0000412183;-87.8928;-11.0645;11.0645;0;483.666;-11.0644;-1107.55;28.9025;-1.93584;-1.93584;-0.0000412183;-0.0000412183;28.9025;0;1107.55;-0.0000412183;344.128;4;4
0.483602;0.571558;-0.0879562;571.558;0.032976;0.032976;0.032976;-87.9562;-11.0645;11.0645;0;483.602;-11.0974;-1107.59;29.04;-1.90055;-1.90055;0.032976;0.032976;29.04;0;1107.59;0.032976;344.265;4;4
0.483376;0.571558;-0.0881819;571.558;0.148545;0.148545;0.148545;-88.1819;-11.0645;11.0645;0;483.376;-11.213;-1107.7;29.12;-2.00642;-2.00642;0.148545;0.148545;29.12;0;1107.7;0.148545;344.345;4;4
0.483314;0.571558;-0.0882445;571.558;0.180286;0.180286;0.180286;-88.2445;-11.0645;11.0645;0;483.314;-11.2447;-1107.73;29.14;-1.93584;-1.93584;0.180286;0.180286;29.14;0;1107.73;0.180286;344.365;4;4
0.483128;0.571558;-0.0884305;571.558;0.277252;0.277252;0.277252;-88.4305;-11.0645;11.0645;0;483.128;-11.3417;-1107.83;29.2;-1.90055;-1.90055;0.277252;0.277252;29.2;0;1107.83;0.277252;344.425;4;4
0.483003;0.571558;-0.0885551;571.558;0.342804;0.342804;0.342804;-88.5551;-11.0645;11.0645;0;483.003;-11.4072;-1107.9;29.24;-1.90055;-1.90055;0.342804;0.342804;29.24;0;1107.9;0.342804;344.465;4;4
0.482877;0.571558;-0.0886818;571.558;0.408873;0.408873;0.408873;-88.6818;-11.0645;11.0645;0;482.877;-11.4733;-1107.96;29.28;-1.93584;-1.93584;0.408873;0.408873;29.28;0;1107.96;0.408873;344.505;4;4
0.482619;0.571558;-0.0889389;571.558;0.541666;0.541666;0.541666;-88.9389;-11.0645;11.0645;0;482.619;-11.6061;-1108.1;29.36;-1.93584;-1.93584;0.541666;0.541666;29.36;0;1108.1;0.541666;344.585;4;4
0.482359;0.571558;-0.0891989;571.558;0.674769;0.674769;0.674769;-89.1989;-11.0645;11.0645;0;482.359;-11.7392;-1108.23;29.44;-1.97113;-1.97113;0.674769;0.674769;29.44;0;1108.23;0.674769;344.665;4;4
0.482294;0.571558;-0.0892646;571.558;0.708114;0.708114;0.708114;-89.2646;-11.0645;11.0645;0;482.294;-11.7725;-1108.26;29.46;-1.97113;-1.97113;0.708114;0.708114;29.46;0;1108.26;0.708114;344.685;4;4
0.482163;0.571558;-0.0893949;571.558;0.774804;0.774804;0.774804;-89.3949;-11.0645;11.0645;0;482.163;-11.8392;-1108.33;29.5;-1.93584;-1.93584;0.774804;0.774804;29.5;0;1108.33;0.774804;344.725;4;4
0.48197;0.571558;-0.0895883;571.558;0.8747;0.8747;0.8747;-89.5883;-11.0645;11.0645;0;481.97;-11.9391;-1108.43;29.56;-1.93584;-1.93584;0.8747;0.8747;29.56;0;1108.43;0.8747;344.785;4;4
0.481906;0.571558;-0.0896528;571.558;0.908045;0.908045;0.908045;-89.6528;-11.0645;11.0645;0;481.906;-11.9725;-1108.46;29.58;-1.93584;-1.93584;0.908045;0.908045;29.58;0;1108.46;0.908045;344.805;4;4
0.481643;0.571558;-0.0899156;571.558;1.04134;1.04134;1.04134;-89.9156;-11.0645;11.0645;0;481.643;-12.1058;-1108.6;29.66;-2.00642;-2.00642;1.04134;1.04134;29.66;0;1108.6;1.04134;344.885;4;4
0.481576;0.571558;-0.0899819;571.558;1.07468;1.07468;1.07468;-89.9819;-11.0645;11.0645;0;481.576;-12.1391;-1108.63;29.68;-1.97113;-1.97113;1.07468;1.07468;29.68;0;1108.63;1.07468;344.905;4;4
0.481385;0.571558;-0.0901736;571.558;1.17465;1.17465;1.17465;-90.1736;-11.0645;11.0645;0;481.385;-12.2391;-1108.73;29.74;-1.86526;-1.86526;1.17465;1.17465;29.74;0;1108.73;1.17465;344.965;4;4
0.481193;0.571558;-0.0903654;571.558;1.27461;1.27461;1.27461;-90.3654;-11.0645;11.0645;0;481.193;-12.339;-1108.83;29.8;-1.97113;-1.97113;1.27461;1.27461;29.8;0;1108.83;1.27461;345.025;4;4
0.481127;0.571558;-0.0904317;571.558;1.30796;1.30796;1.30796;-90.4317;-11.0645;11.0645;0;481.127;-12.3724;-1108.86;29.82;-2.00642;-2.00642;1.30796;1.30796;29.82;0;1108.86;1.30796;345.045;4;4
0.480924;0.571558;-0.0906343;571.558;1.40804;1.40804;1.40804;-90.6343;-11.0645;11.0645;0;480.924;-12.4725;-1108.96;29.88;-2.04171;-2.04171;1.40804;1.40804;29.88;0;1108.96;1.40804;345.105;4;4
0.480792;0.571558;-0.0907668;571.558;1.4747;1.4747;1.4747;-90.7668;-11.0645;11.0645;0;480.792;-12.5391;-1109.03;29.92;-1.93584;-1.93584;1.4747;1.4747;29.92;0;1109.03;1.4747;345.145;4;4
0.480719;0.571558;-0.0908393;571.558;1.51215;1.51215;1.51215;-90.8393;-11.0645;11.0645;0;480.719;-12.5766;-1109.07;29.9425;-1.93584;-1.93584;1.51215;1.51215;29.9425;0;1109.07;1.51215;345.167;4;4
0.480471;0.571558;-0.0910871;571.558;1.64134;1.64134;1.64134;-91.0871;-11.0645;11.0645;0;480.471;-12.7058;-1109.2;30.02;-1.90055;-1.90055;1.64134;1.64134;30.02;0;1109.2;1.64134;345.245;4;4
0.480279;0.571558;-0.091279;571.558;1.74137;1.74137;1.74137;-91.279;-11.0645;11.0645;0;480.279;-12.8058;-1109.3;30.08;-1.93584;-1.93584;1.74137;1.74137;30.08;0;1109.3;1.74137;345.305;4;4
0.480152;0.571558;-0.0914068;571.558;1.80799;1.80799;1.80799;-91.4068;-11.0645;11.0645;0;480.152;-12.8724;-1109.36;30.12;-1.90055;-1.90055;1.80799;1.80799;30.12;0;1109.36;1.80799;345.345;4;4
0.480025;0.571558;-0.0915335;571.558;1.87465;1.87465;1.87465;-91.5335;-11.0645;11.0645;0;480.025;-12.9391;-1109.43;30.16;-1.90055;-1.90055;1.87465;1.87465;30.16;0;1109.43;1.87465;345.385;4;4
0.479771;0.571558;-0.091787;571.558;2.00801;2.00801;2.00801;-91.787;-11.0645;11.0645;0;479.771;-13.0724;-1109.56;30.24;-1.90055;-1.90055;2.00801;2.00801;30.24;0;1109.56;2.00801;345.465;4;4
0.479576;0.571558;-0.0919824;571.558;2.10806;2.10806;2.10806;-91.9824;-11.0645;11.0645;0;479.576;-13.1725;-1109.66;30.3;-2.00642;-2.00642;2.10806;2.10806;30.3;0;1109.66;2.10806;345.525;4;4
0.479379;0.571558;-0.0921795;571.558;2.20803;2.20803;2.20803;-92.1795;-11.0645;11.0645;0;479.379;-13.2725;-1109.76;30.36;-1.93584;-1.93584;2.20803;2.20803;30.36;0;1109.76;2.20803;345.585;4;4
0.479314;0.571558;-0.0922446;571.558;2.24136;2.24136;2.24136;-92.2446;-11.0645;11.0645;0;479.314;-13.3058;-1109.8;30.38;-1.97113;-1.97113;2.24136;2.24136;30.38;0;1109.8;2.24136;345.605;4;4
0.479053;0.571558;-0.092505;571.558;2.3747;2.3747;2.3747;-92.505;-11.0645;11.0645;0;479.053;-13.4391;-1109.93;30.46;-1.93584;-1.93584;2.3747;2.3747;30.46;0;1109.93;2.3747;345.685;4;4
0.478793;0.571558;-0.0927655;571.558;2.50801;2.50801;2.50801;-92.7655;-11.0645;11.0645;0;478.793;-13.5724;-1110.06;30.54;-1.97113;-1.97113;2.50801;2.50801;30.54;0;1110.06;2.50801;345.765;4;4
0.478728;0.571558;-0.0928305;571.558;2.54132;2.54132;2.54132;-92.8305;-11.0645;11.0645;0;478.728;-13.6058;-1110.1;30.56;-1.93584;-1.93584;2.54132;2.54132;30.56;0;1110.1;2.54132;345.785;4;4
0.478591;0.571558;-0.0929677;571.558;2.61218;2.61218;2.61218;-92.9677;-11.0645;11.0645;0;478.591;-13.6766;-1110.17;30.6025;-1.93584;-1.93584;2.61218;2.61218;30.6025;0;1110.17;2.61218;345.827;4;4
0.478338;0.571558;-0.0932201;571.558;2.74136;2.74136;2.74136;-93.2201;-11.0645;11.0645;0;478.338;-13.8058;-1110.3;30.68;-1.97113;-1.97113;2.74136;2.74136;30.68;0;1110.3;2.74136;345.905;4;4
0.478143;0.571558;-0.0934155;571.558;2.84141;2.84141;2.84141;-93.4155;-11.0645;11.0645;0;478.143;-13.9058;-1110.4;30.74;-1.93584;-1.93584;2.84141;2.84141;30.74;0;1110.4;2.84141;345.965;4;4
0.477946;0.571558;-0.0936125;571.558;2.94134;2.94134;2.94134;-93.6125;-11.0645;11.0645;0;477.946;-14.0058;-1110.5;30.8;-2.00642;-2.00642;2.94134;2.94134;30.8;0;1110.5;2.94134;346.025;4;4
0.47788;0.571558;-0.0936787;571.558;2.97463;2.97463;2.97463;-93.6787;-11.0645;11.0645;0;477.88;-14.0391;-1110.53;30.82;-1.97113;-1.97113;2.97463;2.97463;30.82;0;1110.53;2.97463;346.045;4;4
0.477682;0.571558;-0.0938759;571.558;3.0747;3.0747;3.0747;-93.8759;-11.0645;11.0645;0;477.682;-14.1391;-1110.63;30.88;-1.97113;-1.97113;3.0747;3.0747;30.88;0;1110.63;3.0747;346.105;4;4
0.477552;0.571558;-0.0940061;571.558;3.14134;3.14134;3.14134;-94.0061;-11.0645;11.0645;0;477.552;-14.2058;-1110.7;30.92;-1.93584;-1.93584;3.14134;3.14134;30.92;0;1110.7;3.14134;346.145;4;4
0.477422;0.571558;-0.0941364;571.558;3.20801;3.20801;3.20801;-94.1364;-11.0645;11.0645;0;477.422;-14.2724;-1110.76;30.96;-1.97113;-1.97113;3.20801;3.20801;30.96;0;1110.76;3.20801;346.185;4;4
0.477223;0.571558;-0.0943353;571.558;3.30803;3.30803;3.30803;-94.3353;-11.0645;11.0645;0;477.223;-14.3725;-1110.86;31.02;-2.00642;-2.00642;3.30803;3.30803;31.02;0;1110.86;3.30803;346.245;4;4
0.477028;0.571558;-0.0945307;571.558;3.40806;3.40806;3.40806;-94.5307;-11.0645;11.0645;0;477.028;-14.4725;-1110.96;31.08;-1.90055;-1.90055;3.40806;3.40806;31.08;0;1110.96;3.40806;346.305;4;4
0.4769;0.571558;-0.0946585;571.558;3.47472;3.47472;3.47472;-94.6585;-11.0645;11.0645;0;476.9;-14.5392;-1111.03;31.12;-1.93584;-1.93584;3.47472;3.47472;31.12;0;1111.03;3.47472;346.345;4;4
0.47677;0.571558;-0.0947888;571.558;3.54139;3.54139;3.54139;-94.7888;-11.0645;11.0645;0;476.77;-14.6058;-1111.1;31.16;-1.97113;-1.97113;3.54139;3.54139;31.16;0;1111.1;3.54139;346.385;4;4
0.476514;0.571558;-0.0950444;571.558;3.67467;3.67467;3.67467;-95.0444;-11.0645;11.0645;0;476.514;-14.7391;-1111.23;31.24;-1.86526;-1.86526;3.67467;3.67467;31.24;0;1111.23;3.67467;346.465;4;4
0.476326;0.571558;-0.0952328;571.558;3.77472;3.77472;3.77472;-95.2328;-11.0645;11.0645;0;476.326;-14.8392;-1111.33;31.3;-1.90055;-1.90055;3.77472;3.77472;31.3;0;1111.33;3.77472;346.525;4;4
0.476134;0.571558;-0.0954246;571.558;3.8747;3.8747;3.8747;-95.4246;-11.0645;11.0645;0;476.134;-14.9391;-1111.43;31.36;-1.93584;-1.93584;3.8747;3.8747;31.36;0;1111.43;3.8747;346.585;4;4
0.476069;0.571558;-0.0954891;571.558;3.90801;3.90801;3.90801;-95.4891;-11.0645;11.0645;0;476.069;-14.9724;-1111.46;31.38;-1.93584;-1.93584;3.90801;3.90801;31.38;0;1111.46;3.90801;346.605;4;4
0.475876;0.571558;-0.0956827;571.558;4.00804;4.00804;4.00804;-95.6827;-11.0645;11.0645;0;475.876;-15.0725;-1111.56;31.44;-1.93584;-1.93584;4.00804;4.00804;31.44;0;1111.56;4.00804;346.665;4;4
0.475813;0.571558;-0.0957454;571.558;4.04134;4.04134;4.04134;-95.7454;-11.0645;11.0645;0;475.813;-15.1058;-1111.6;31.46;-1.82997;-1.82997;4.04134;4.04134;31.46;0;1111.6;4.04134;346.685;4;4
