distance,springback,thickness,die_opening
2.50008,0.38145000000000007,3,20
9.99999,0.5805500000000006,3,20
15.0001,0.8875999999999991,3,20
2.50012,0.38148000000000026,3,20
15.0001,0.8608999999999991,3,20
10.0,0.5675799999999995,3,20
5.00013,0.4346900000000007,3,20
15.0001,0.8470999999999993,3,20
20.0001,1.3270000000000017,3,20
20.0001,1.2876000000000012,3,20
10.0001,0.4878499999999999,3,20
7.5001,0.5007400000000004,3,20
5.00013,0.4213900000000006,3,20
2.5001,0.3947600000000002,3,20
20.0001,1.3943000000000012,3,20
7.50007,0.5677300000000001,3,20
7.50015,0.48787,3,20
5.00004,0.3815400000000002,3,20
