distance,springback,thickness,die_opening
2.5,0.584,2,40
2.5,0.611,2,40
5.0,0.584,2,40
5.0,0.624,2,40
5.0,0.891,2,40
10.0,0.784,2,40
10.0,0.744,2,40
10.0,0.721,2,40
15.0,0.918,2,40
15.0,0.93,2,40
15.0,1.011,2,40
20.0,1.384,2,40
20.0,1.584,2,40
20.0,1.677,2,40
20.0,1.291,2,40
