distance,springback,thickness,die_opening
2.50007,0.44784999999999986,1.5,30
5.00012,0.7542399999999994,1.5,30
2.50011,0.47452000000000005,1.5,30
15.0,1.4741,1.5,30
10.0001,0.7008200000000002,1.5,30
5.00006,0.5409600000000001,1.5,30
10.0001,0.6742799999999995,1.5,30
2.50006,0.5277000000000001,1.5,30
15.0001,0.9408999999999992,1.5,30
20.0001,1.3809000000000005,1.5,30
10.0001,0.6743100000000002,1.5,30
15.0001,0.914299999999999,1.5,30
20.0001,1.3942000000000014,1.5,30
5.00007,0.5676399999999999,1.5,30
20.0,1.4074999999999989,1.5,30
