distance,springback
2.50006,0.7540199999999999
12.5,1.4704999999999995
12.5,1.5038
17.5001,2.5374
10.0001,1.1047899999999995
5.00014,0.8382399999999999
15.0001,1.8573000000000004
2.50008,0.8201000000000003
12.5,1.4373000000000005
10.0001,1.1581799999999998
17.5001,2.4872999999999994
5.00011,0.8582900000000002
15.0001,1.9383
7.50011,1.0347800000000005
7.50004,1.05342
17.5,2.5039
7.50008,0.9039900000000003
2.50007,0.75404
15.0001,1.908199999999999
5.00013,0.8716400000000002
