distance,springback,thickness,die_opening
5.00012,1.10088,0.5,30
7.50013,1.31421,0.5,30
17.5,2.2874999999999996,0.5,30
15.0001,1.9941999999999993,0.5,30
12.5001,1.6319,0.5,30
15.0001,1.9251000000000005,0.5,30
12.5001,1.6341999999999999,0.5,30
7.50008,1.0208500000000003,0.5,30
17.5,4.0342,0.5,30
12.5,1.4474999999999998,0.5,30
15.0001,2.1675000000000004,0.5,30
7.50009,1.1275900000000005,0.5,30
10.0001,1.5669699999999995,0.5,30
2.50007,0.9038899999999999,0.5,30
5.0001,1.10086,0.5,30
10.0001,1.2075999999999993,0.5,30
2.50008,0.9803099999999998,0.5,30
17.5,2.1941000000000006,0.5,30
2.50011,0.9940500000000001,0.5,30
10.0001,1.4869900000000005,0.5,30
